,activ1,activ10,activ11,activ12,activ13,activ14,activ15,activ16,activ17,activ18,activ19,activ2,activ20,activ21,activ22,activ23,activ24,activ25,activ26,activ27,activ28,activ29,activ3,activ30,activ31,activ32,activ33,activ34,activ35,activ36,activ37,activ38,activ39,activ4,activ40,activ41,activ42,activ43,activ44,activ45,activ46,activ47,activ48,activ49,activ5,activ50,activ51,activ52,activ53,activ54,activ55,activ56,activ57,activ58,activ59,activ6,activ60,activ61,activ62,activ63,activ64,activ65,activ66,activ67,activ68,activ69,activ7,activ70,activ71,activ72,activ73,activ74,activ75,activ76,activ8,activ9,hiweight,icetv2x,idnumber,loweight,snobd2x,snork2x,soc3x,soft3x,tab086a,tab086aa,tab194a,tab228,tab231,tab245a,tab285a,tenn2x,voll3x,walk8x,wghts2x,wski2x,wsrf2x,xski2x,xski6x
1378,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,5117.96,0.00,1379.00,1.29,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,360.00,0.00,0.00,0.00,0.00,0.00
1379,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,277.65,0.00,1380.00,1.13,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
1380,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,733.95,0.00,1381.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00
1381,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,270.46,0.00,1382.00,1.34,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1382,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2241.35,0.00,1383.00,0.56,1.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00
1383,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,267.10,0.00,1384.00,1.08,0.00,0.00,0.00,0.00,No,No,No,No,No,No,Yes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1384,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1717.00,0.00,1385.00,1.34,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1385,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,242.69,0.00,1386.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00
1386,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,277.65,0.00,1387.00,1.13,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1387,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3936.00,0.00,1388.00,3.76,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,30.00,30.00,4.00,0.00,0.00,0.00,0.00,0.00
1388,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3206.44,7.00,1389.00,1.48,0.00,60.00,0.00,0.00,No,No,No,No,No,No,No,0.00,2.00,365.00,0.00,1.00,0.00,0.00,0.00
1389,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2682.17,0.00,1390.00,0.96,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
1390,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1717.00,0.00,1391.00,1.34,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,3.00,152.00,156.00,0.00,0.00,0.00,0.00
1391,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,733.95,0.00,1392.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,3.00,200.00,100.00,0.00,0.00,0.00,0.00
1392,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,933.00,30.00,1393.00,0.47,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1393,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4263.58,0.00,1394.00,1.07,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,30.00,60.00,0.00,0.00,0.00,0.00
1394,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3744.38,0.00,1395.00,1.43,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,40.00,10.00,0.00,0.00,0.00,0.00
1395,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,733.95,0.00,1396.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00
1396,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1278.64,0.00,1397.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00
1397,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,257.59,0.00,1398.00,1.06,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1398,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,791.65,0.00,1399.00,0.76,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1399,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1914.86,0.00,1400.00,1.43,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1400,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,277.65,0.00,1401.00,1.13,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1401,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,257.59,0.00,1402.00,1.06,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1402,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1832.74,0.00,1403.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00
1403,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1278.64,0.00,1404.00,0.57,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00
1404,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,110.69,0.00,1405.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1405,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,141.11,0.00,1406.00,0.58,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1406,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,2653.05,0.00,1407.00,0.54,0.00,0.00,100.00,0.00,No,No,No,No,No,No,No,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00
1407,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4779.52,0.00,2164.00,0.97,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1408,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,178.20,5.00,1408.00,0.71,0.00,0.00,0.00,5.00,No,No,No,No,No,No,No,0.00,0.00,2.00,0.00,20.00,0.00,2.00,0.00
1409,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,2318.30,0.00,1409.00,0.69,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00
1410,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,696.89,0.00,1410.00,0.67,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1411,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,601.80,0.00,1411.00,0.47,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00
1412,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,3226.77,0.00,1412.00,0.81,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,2.00,365.00,0.00,0.00,0.00,0.00,0.00
1413,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1832.74,0.00,1413.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00
1414,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,951.70,0.00,1414.00,0.96,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1415,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,90.65,0.00,1415.00,0.47,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,100.00,30.00,0.00,0.00,0.00,0.00
1416,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,558.83,0.00,1416.00,1.36,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00
1417,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,523.95,0.00,1417.00,0.50,0.00,0.00,0.00,3.00,No,No,No,No,No,No,No,0.00,3.00,220.00,0.00,0.00,0.00,0.00,0.00
1418,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,601.80,0.00,1418.00,0.47,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00
1419,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,165.98,0.00,1419.00,0.67,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1420,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,5810.00,0.00,1420.00,4.53,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,0.00,2.00,60.00,0.00,0.00,0.00,0.00
1421,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,90.65,0.00,1421.00,0.47,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
1422,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,4034.00,5.00,1422.00,1.59,7.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,0.00,0.00,2.00,0.00,0.00,0.00,10.00,3.00
1423,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1278.64,0.00,1423.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1424,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,267.10,0.00,1424.00,1.08,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1425,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,110.69,0.00,1425.00,0.57,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
1426,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,84.36,0.00,1426.00,0.44,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
1427,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,791.65,0.00,1427.00,0.76,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
1428,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,575.61,0.00,1428.00,0.55,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1429,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,151.26,0.00,1429.00,0.61,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00
1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1914.86,0.00,1430.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
